id,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,profit_margin_percentage,discount_impact_category,total_sales_city
751,"Standard Class",Consumer,"United States",Trenton,Michigan,48183,Central,Furniture,Furnishings,157.74,11,0.00,56.79,36.00,"No Discount",1765.20
752,"Standard Class",Consumer,"United States",Trenton,Michigan,48183,Central,"Office Supplies",Art,56.98,7,0.00,22.79,40.00,"No Discount",1765.20
753,"Standard Class",Consumer,"United States",Trenton,Michigan,48183,Central,"Office Supplies",Binders,2.88,1,0.00,1.41,48.96,"No Discount",1765.20
754,"First Class",Corporate,"United States","San Francisco",California,94110,West,Technology,Copiers,1199.98,3,0.20,374.99,31.25,"Positive Impact",112669.09
755,"Standard Class",Consumer,"United States","Los Angeles",California,90036,West,Furniture,Furnishings,79.92,4,0.00,28.77,36.00,"No Discount",175851.33
756,"Standard Class",Corporate,"United States",Jacksonville,Florida,32216,South,Furniture,Tables,383.44,4,0.45,-167.32,-43.64,"Negative Impact",44713.18
757,"Standard Class",Consumer,"United States","Cottage Grove",Minnesota,55016,Central,"Office Supplies",Storage,24.56,2,0.00,6.88,28.01,"No Discount",144.36
758,"Standard Class",Consumer,"United States","Cottage Grove",Minnesota,55016,Central,Technology,Accessories,119.80,4,0.00,47.92,40.00,"No Discount",144.36
759,"Standard Class",Corporate,"United States","New York City","New York",10009,East,"Office Supplies",Binders,13.13,3,0.20,4.27,32.52,"Positive Impact",256368.12
760,"Standard Class",Corporate,"United States","Green Bay",Wisconsin,54302,Central,"Office Supplies",Paper,22.72,4,0.00,10.22,44.98,"No Discount",527.32
761,"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Paper,58.32,9,0.00,27.99,47.99,"No Discount",175851.33
762,"Standard Class",Corporate,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Labels,12.39,3,0.00,5.70,46.00,"No Discount",17197.84
763,"Standard Class",Consumer,"United States",Columbus,Ohio,43229,East,Technology,Phones,107.98,3,0.40,-27.00,-25.00,"Negative Impact",38706.23
764,"Second Class",Corporate,"United States","Bossier City",Louisiana,71111,South,"Office Supplies",Envelopes,11.36,2,0.00,5.34,47.01,"No Discount",1417.18
765,"Second Class",Corporate,"United States","Bossier City",Louisiana,71111,South,"Office Supplies",Envelopes,50.94,3,0.00,25.47,50.00,"No Discount",1417.18
766,"Second Class",Corporate,"United States","Bossier City",Louisiana,71111,South,Technology,Accessories,646.74,6,0.00,258.70,40.00,"No Discount",1417.18
767,"Second Class",Corporate,"United States","Bossier City",Louisiana,71111,South,"Office Supplies",Binders,5.64,3,0.00,2.71,48.05,"No Discount",1417.18
768,"Second Class",Corporate,"United States","Bossier City",Louisiana,71111,South,"Office Supplies",Storage,572.58,6,0.00,34.35,6.00,"No Discount",1417.18
769,"Standard Class",Corporate,"United States","Saint Petersburg",Florida,33710,South,Furniture,Furnishings,310.88,2,0.20,23.32,7.50,"Positive Impact",1690.79
770,"Standard Class",Consumer,"United States",Arlington,Virginia,22204,South,Furniture,Chairs,641.96,2,0.00,179.75,28.00,"No Discount",20214.53
771,"Standard Class",Corporate,"United States","Des Moines",Iowa,50315,Central,"Office Supplies",Binders,18.28,2,0.00,9.14,50.00,"No Discount",5463.28
772,"Standard Class",Corporate,"United States","Des Moines",Iowa,50315,Central,Technology,Phones,207.00,3,0.00,51.75,25.00,"No Discount",5463.28
773,"Standard Class",Corporate,"United States","Des Moines",Iowa,50315,Central,"Office Supplies",Binders,32.35,5,0.00,16.18,50.02,"No Discount",5463.28
774,"Standard Class",Corporate,"United States","Des Moines",Iowa,50315,Central,"Office Supplies",Binders,7.71,1,0.00,3.47,45.01,"No Discount",5463.28
775,"Standard Class",Corporate,"United States","Des Moines",Iowa,50315,Central,"Office Supplies",Art,40.30,2,0.00,10.88,27.00,"No Discount",5463.28
776,"Standard Class",Corporate,"United States","Des Moines",Iowa,50315,Central,Furniture,Furnishings,34.58,7,0.00,14.52,41.99,"No Discount",5463.28
777,"Standard Class",Consumer,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Art,32.76,7,0.20,3.69,11.26,"Positive Impact",1611.98
778,"First Class","Home Office","United States","San Francisco",California,94110,West,Furniture,Chairs,544.01,3,0.20,40.80,7.50,"Positive Impact",112669.09
779,"First Class","Home Office","United States","San Francisco",California,94110,West,"Office Supplies",Paper,59.94,3,0.00,28.17,47.00,"No Discount",112669.09
780,"First Class","Home Office","United States","San Francisco",California,94110,West,"Office Supplies",Paper,23.92,4,0.00,11.72,49.00,"No Discount",112669.09
781,"First Class","Home Office","United States","San Francisco",California,94110,West,"Office Supplies",Paper,4.28,1,0.00,1.93,45.09,"No Discount",112669.09
782,"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,"Office Supplies",Binders,32.07,5,0.70,-22.45,-70.00,"Negative Impact",38706.23
783,"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,Technology,Accessories,24.00,2,0.20,-2.70,-11.25,"Negative Impact",38706.23
784,"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,Furniture,Bookcases,35.49,1,0.50,-15.62,-44.01,"Negative Impact",38706.23
785,"Second Class",Consumer,"United States",Columbus,Ohio,43229,East,Technology,Accessories,47.98,2,0.20,0.60,1.25,"Positive Impact",38706.23
786,"Standard Class",Corporate,"United States",Columbia,"South Carolina",29203,South,"Office Supplies",Envelopes,186.69,3,0.00,87.74,47.00,"No Discount",25283.34
787,"Second Class",Consumer,"United States",Lancaster,California,93534,West,"Office Supplies",Binders,17.46,2,0.20,5.89,33.73,"Positive Impact",9891.48
788,"Standard Class",Consumer,"United States",Lancaster,California,93534,West,Furniture,Chairs,348.93,2,0.20,34.89,10.00,"Positive Impact",9891.48
789,"Standard Class",Consumer,"United States",Richmond,Virginia,23223,South,"Office Supplies",Binders,143.96,4,0.00,69.10,48.00,"No Discount",18137.93
790,"Standard Class",Consumer,"United States",Richmond,Virginia,23223,South,"Office Supplies",Storage,15.42,1,0.00,4.16,26.98,"No Discount",18137.93
791,"Standard Class",Consumer,"United States",Richmond,Virginia,23223,South,"Office Supplies",Binders,43.04,8,0.00,21.09,49.00,"No Discount",18137.93
792,"Standard Class",Consumer,"United States",Richmond,Virginia,23223,South,Furniture,Chairs,332.94,3,0.00,79.91,24.00,"No Discount",18137.93
793,"Same Day",Consumer,"United States",Asheville,"North Carolina",28806,South,Technology,Phones,1363.96,5,0.20,85.25,6.25,"Positive Impact",1475.37
794,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Labels,9.96,2,0.00,4.58,45.98,"No Discount",112669.09
795,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,21.72,4,0.00,10.64,48.99,"No Discount",112669.09
796,"Standard Class",Consumer,"United States",Rochester,Minnesota,55901,Central,"Office Supplies",Binders,20.16,7,0.00,9.88,49.01,"No Discount",7974.53
797,"First Class",Corporate,"United States",Rochester,"New York",14609,East,"Office Supplies",Paper,132.79,7,0.00,63.74,48.00,"No Discount",7974.53
798,"First Class",Corporate,"United States",Rochester,"New York",14609,East,"Office Supplies",Paper,12.96,2,0.00,6.22,47.99,"No Discount",7974.53
799,"First Class",Corporate,"United States",Rochester,"New York",14609,East,"Office Supplies",Labels,21.56,7,0.00,10.35,48.01,"No Discount",7974.53
800,"Standard Class",Consumer,"United States","Lake Elsinore",California,92530,West,Furniture,Chairs,283.92,5,0.20,17.75,6.25,"Positive Impact",283.92
801,"First Class",Corporate,"United States","San Diego",California,92105,West,Furniture,Furnishings,22.23,1,0.00,7.34,33.02,"No Discount",47521.05
802,"First Class",Corporate,"United States","San Diego",California,92105,West,Technology,Phones,215.97,2,0.20,18.90,8.75,"Positive Impact",47521.05
803,"Second Class",Corporate,"United States","New York City","New York",10024,East,"Office Supplies",Appliances,355.32,9,0.00,99.49,28.00,"No Discount",256368.12
804,"Standard Class",Corporate,"United States",Monroe,Louisiana,71203,South,"Office Supplies",Paper,12.96,2,0.00,6.22,47.99,"No Discount",2970.43
805,"First Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Furnishings,18.28,2,0.00,6.22,34.03,"No Discount",112669.09
806,"Standard Class",Consumer,"United States",Denver,Colorado,80219,West,"Office Supplies",Art,43.18,3,0.20,4.32,10.00,"Positive Impact",12198.78
807,"Standard Class",Consumer,"United States",Denver,Colorado,80219,West,Technology,Phones,1983.97,4,0.20,248.00,12.50,"Positive Impact",12198.78
808,"First Class",Consumer,"United States",Omaha,Nebraska,68104,Central,Furniture,Furnishings,28.40,2,0.00,11.08,39.01,"No Discount",6312.53
809,"First Class",Consumer,"United States",Omaha,Nebraska,68104,Central,Technology,Accessories,149.97,3,0.00,50.99,34.00,"No Discount",6312.53
810,"First Class",Consumer,"United States",Edmonds,Washington,98026,West,"Office Supplies",Art,11.52,4,0.00,3.23,28.04,"No Discount",2523.69
811,"First Class",Consumer,"United States",Edmonds,Washington,98026,West,Furniture,Tables,1298.55,5,0.00,311.65,24.00,"No Discount",2523.69
812,"First Class",Consumer,"United States",Edmonds,Washington,98026,West,"Office Supplies",Appliances,213.92,4,0.00,62.04,29.00,"No Discount",2523.69
813,"First Class",Consumer,"United States",Edmonds,Washington,98026,West,Technology,Accessories,25.78,2,0.00,2.58,10.01,"No Discount",2523.69
814,"Same Day",Consumer,"United States","Santa Ana",California,92704,West,Furniture,Furnishings,18.28,2,0.00,6.22,34.03,"No Discount",3366.31
815,"Same Day",Consumer,"United States","Santa Ana",California,92704,West,Technology,Accessories,1399.93,7,0.00,601.97,43.00,"No Discount",3366.31
816,"First Class",Corporate,"United States",Milwaukee,Wisconsin,53209,Central,"Office Supplies",Paper,51.84,8,0.00,24.88,47.99,"No Discount",11410.22
817,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,5.34,1,0.20,1.87,35.02,"Positive Impact",109077.09
818,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,41.47,8,0.20,14.52,35.01,"Positive Impact",109077.09
819,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Binders,3.17,3,0.70,-2.43,-76.66,"Negative Impact",109077.09
820,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,1228.47,5,0.30,0.00,0.00,"Negative Impact",109077.09
821,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Binders,31.09,3,0.70,-22.80,-73.34,"Negative Impact",109077.09
822,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,335.52,4,0.20,117.43,35.00,"Positive Impact",109077.09
823,"Standard Class",Consumer,"United States",Belleville,"New Jersey",7109,East,Technology,Accessories,239.97,3,0.00,71.99,30.00,"No Discount",1891.60
824,"Standard Class",Consumer,"United States",Belleville,"New Jersey",7109,East,"Office Supplies",Labels,9.82,2,0.00,4.81,48.98,"No Discount",1891.60
825,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Accessories,67.80,4,0.00,4.07,6.00,"No Discount",112669.09
826,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Accessories,167.97,3,0.00,40.31,24.00,"No Discount",112669.09
827,"Standard Class",Consumer,"United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Fasteners,35.00,7,0.00,16.80,48.00,"No Discount",4260.95
828,"Standard Class",Consumer,"United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Supplies,37.24,4,0.00,10.80,29.00,"No Discount",4260.95
829,"Standard Class",Consumer,"United States",Lakeville,Minnesota,55044,Central,"Office Supplies",Envelopes,15.28,2,0.00,7.49,49.02,"No Discount",4260.95
830,"Second Class",Consumer,"United States",Florence,Kentucky,41042,South,Furniture,Chairs,301.96,2,0.00,90.59,30.00,"No Discount",7621.72
831,"Second Class",Consumer,"United States",Florence,Kentucky,41042,South,"Office Supplies",Appliances,180.66,3,0.00,50.58,28.00,"No Discount",7621.72
832,"Second Class",Consumer,"United States",Florence,Kentucky,41042,South,Technology,Phones,191.98,2,0.00,51.83,27.00,"No Discount",7621.72
833,"Second Class",Consumer,"United States",Florence,Kentucky,41042,South,Technology,Phones,65.99,1,0.00,17.16,26.00,"No Discount",7621.72
834,"Standard Class",Corporate,"United States",Tampa,Florida,33614,South,"Office Supplies",Art,35.22,2,0.20,2.64,7.50,"Positive Impact",5196.10
835,"Standard Class",Corporate,"United States",Tampa,Florida,33614,South,"Office Supplies",Appliances,23.70,2,0.20,6.52,27.51,"Positive Impact",5196.10
836,"Standard Class",Corporate,"United States",Tampa,Florida,33614,South,Technology,Machines,265.48,1,0.50,-111.50,-42.00,"Negative Impact",5196.10
837,"Second Class",Consumer,"United States",Tyler,Texas,75701,Central,"Office Supplies",Binders,51.18,4,0.80,-79.34,-155.02,"Negative Impact",347.20
838,"Standard Class","Home Office","United States",Columbia,Tennessee,38401,South,"Office Supplies",Paper,9.66,2,0.20,3.26,33.75,"Positive Impact",25283.34
839,"Standard Class",Corporate,"United States","Fort Worth",Texas,76106,Central,Technology,Phones,21.07,3,0.20,1.58,7.50,"Positive Impact",6602.69
840,"Standard Class",Corporate,"United States","New York City","New York",10035,East,"Office Supplies",Art,60.45,3,0.00,16.32,27.00,"No Discount",256368.12
841,"Standard Class",Corporate,"United States","New York City","New York",10035,East,"Office Supplies",Art,11.52,4,0.00,3.34,28.99,"No Discount",256368.12
842,"Standard Class",Corporate,"United States","New York City","New York",10035,East,Furniture,Bookcases,186.05,4,0.20,9.30,5.00,"Positive Impact",256368.12
843,"First Class",Corporate,"United States","Los Angeles",California,90036,West,"Office Supplies",Binders,37.44,4,0.20,11.70,31.25,"Positive Impact",175851.33
844,"First Class",Corporate,"United States","Los Angeles",California,90036,West,"Office Supplies",Binders,26.98,4,0.20,8.77,32.51,"Positive Impact",175851.33
845,"First Class",Corporate,"United States","Los Angeles",California,90036,West,"Office Supplies",Supplies,11.36,2,0.00,3.29,28.96,"No Discount",175851.33
846,"First Class",Corporate,"United States","Los Angeles",California,90036,West,"Office Supplies",Labels,14.62,2,0.00,6.87,46.99,"No Discount",175851.33
847,"Standard Class",Consumer,"United States",Louisville,Kentucky,40214,South,Technology,Phones,83.72,7,0.00,23.44,28.00,"No Discount",12345.80
848,"Standard Class",Consumer,"United States",Louisville,Kentucky,40214,South,Furniture,Chairs,287.94,3,0.00,77.74,27.00,"No Discount",12345.80
849,"Standard Class",Consumer,"United States",Lorain,Ohio,44052,East,Furniture,Furnishings,48.90,4,0.20,8.56,17.51,"Positive Impact",2015.11
850,"Standard Class",Corporate,"United States",Linden,"New Jersey",7036,East,Technology,Accessories,115.36,7,0.00,49.60,43.00,"No Discount",115.36
851,"Second Class",Corporate,"United States",Salinas,California,93905,West,"Office Supplies",Art,5.16,2,0.00,1.34,25.97,"No Discount",728.90
852,"Second Class",Corporate,"United States",Salinas,California,93905,West,"Office Supplies",Paper,38.88,6,0.00,18.66,47.99,"No Discount",728.90
853,"Standard Class",Consumer,"United States",Jackson,Mississippi,39212,South,"Office Supplies",Art,185.88,6,0.00,50.19,27.00,"No Discount",24963.85
854,"Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Furnishings,44.46,2,0.00,14.67,33.00,"No Discount",256368.12
855,"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Storage,242.94,3,0.00,9.72,4.00,"No Discount",256368.12
856,"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Paper,39.96,2,0.00,18.78,47.00,"No Discount",256368.12
857,"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Supplies,102.30,10,0.00,26.60,26.00,"No Discount",256368.12
858,"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Storage,21.36,2,0.00,5.77,27.01,"No Discount",256368.12
859,"Standard Class","Home Office","United States","New Brunswick","New Jersey",8901,East,"Office Supplies",Paper,7.61,1,0.00,3.58,47.04,"No Discount",14.77
860,"Standard Class","Home Office","United States","New Brunswick","New Jersey",8901,East,"Office Supplies",Fasteners,7.16,2,0.00,3.58,50.00,"No Discount",14.77
861,"Standard Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Supplies,7.36,2,0.00,0.15,2.04,"No Discount",112669.09
862,"Standard Class",Consumer,"United States","San Francisco",California,94122,West,"Office Supplies",Art,23.10,2,0.00,10.63,46.02,"No Discount",112669.09
863,"Second Class",Corporate,"United States",Jacksonville,Florida,32216,South,Technology,Accessories,191.47,6,0.20,40.69,21.25,"Positive Impact",44713.18
864,"Second Class",Corporate,"United States",Jacksonville,Florida,32216,South,"Office Supplies",Art,5.25,2,0.20,0.59,11.24,"Positive Impact",44713.18
865,"Second Class",Corporate,"United States",Jacksonville,Florida,32216,South,Technology,Phones,59.18,2,0.20,5.18,8.75,"Positive Impact",44713.18
866,"Standard Class",Corporate,"United States",Springfield,Virginia,22153,South,"Office Supplies",Labels,2.89,1,0.00,1.36,47.06,"No Discount",43054.35
867,"Standard Class",Corporate,"United States",Springfield,Virginia,22153,South,Furniture,Furnishings,51.94,1,0.00,21.30,41.01,"No Discount",43054.35
868,"First Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Labels,15.94,4,0.20,5.18,32.50,"Positive Impact",109077.09
869,"Standard Class",Corporate,"United States",Lancaster,Pennsylvania,17602,East,"Office Supplies",Binders,44.91,6,0.70,-35.93,-80.00,"Negative Impact",9891.48
870,"First Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Binders,1141.47,5,0.70,-760.98,-66.67,"Negative Impact",109077.09
871,"First Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,Technology,Phones,280.78,3,0.40,-46.80,-16.67,"Negative Impact",109077.09
872,"First Class",Consumer,"United States",Concord,"New Hampshire",3301,East,"Office Supplies",Paper,34.44,3,0.00,17.22,50.00,"No Discount",10542.40
873,"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Paper,11.36,2,0.00,5.23,46.04,"No Discount",256368.12
874,"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,106.34,7,0.20,37.22,35.00,"Positive Impact",256368.12
875,"Standard Class",Consumer,"United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Paper,192.16,5,0.20,67.26,35.00,"Positive Impact",13693.33
876,"Standard Class","Home Office","United States",Concord,"New Hampshire",3301,East,Furniture,Furnishings,322.59,3,0.00,64.52,20.00,"No Discount",10542.40
877,"Standard Class","Home Office","United States",Concord,"New Hampshire",3301,East,Technology,Accessories,29.99,1,0.00,13.20,44.01,"No Discount",10542.40
878,"Standard Class","Home Office","United States",Concord,"New Hampshire",3301,East,Technology,Accessories,371.97,3,0.00,66.95,18.00,"No Discount",10542.40
879,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Binders,5.89,4,0.70,-4.12,-69.95,"Negative Impact",109077.09
880,"Second Class","Home Office","United States","New York City","New York",10024,East,"Office Supplies",Binders,68.47,3,0.20,23.11,33.75,"Positive Impact",256368.12
881,"Second Class","Home Office","United States","New York City","New York",10024,East,Furniture,Chairs,1242.90,5,0.10,262.39,21.11,"Positive Impact",256368.12
882,"Standard Class",Consumer,"United States",Springfield,Virginia,22153,South,"Office Supplies",Storage,30.84,2,0.00,8.33,27.01,"No Discount",43054.35
883,"Same Day",Consumer,"United States","San Francisco",California,94109,West,"Office Supplies",Art,13.48,4,0.00,5.93,43.99,"No Discount",112669.09
884,"First Class","Home Office","United States",Detroit,Michigan,48227,Central,Furniture,Furnishings,31.40,5,0.00,10.05,32.01,"No Discount",42446.94
885,"Standard Class",Consumer,"United States",Rochester,"New York",14609,East,Furniture,Furnishings,17.46,2,0.00,5.94,34.02,"No Discount",7974.53
886,"Second Class",Corporate,"United States","Los Angeles",California,90045,West,"Office Supplies",Binders,13.94,3,0.20,4.53,32.50,"Positive Impact",175851.33
887,"Standard Class",Consumer,"United States","San Diego",California,92105,West,"Office Supplies",Storage,83.76,12,0.00,1.68,2.01,"No Discount",47521.05
888,"Standard Class","Home Office","United States",Columbia,Maryland,21044,East,"Office Supplies",Binders,37.66,7,0.00,18.45,48.99,"No Discount",25283.34
889,"Standard Class",Corporate,"United States","San Francisco",California,94122,West,"Office Supplies",Paper,34.68,6,0.00,16.99,48.99,"No Discount",112669.09
890,"Standard Class",Consumer,"United States","New Rochelle","New York",10801,East,Technology,Accessories,149.95,5,0.00,15.00,10.00,"No Discount",1255.22
891,"Standard Class",Consumer,"United States","New Rochelle","New York",10801,East,"Office Supplies",Binders,51.31,3,0.20,18.60,36.25,"Positive Impact",1255.22
892,"First Class","Home Office","United States",Detroit,Michigan,48227,Central,"Office Supplies",Paper,4.54,1,0.00,2.04,44.93,"No Discount",42446.94
893,"First Class","Home Office","United States",Detroit,Michigan,48227,Central,"Office Supplies",Art,15.92,4,0.00,5.41,33.98,"No Discount",42446.94
894,"First Class","Home Office","United States",Detroit,Michigan,48227,Central,Technology,Phones,543.92,8,0.00,135.98,25.00,"No Discount",42446.94
895,"First Class",Corporate,"United States","San Francisco",California,94122,West,"Office Supplies",Storage,155.82,7,0.00,42.07,27.00,"No Discount",112669.09
896,"First Class",Corporate,"United States","San Francisco",California,94122,West,"Office Supplies",Binders,70.01,3,0.20,24.50,35.00,"Positive Impact",112669.09
897,"Second Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Envelopes,15.65,2,0.20,5.09,32.52,"Positive Impact",64504.71
898,"Standard Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Labels,103.60,7,0.00,51.80,50.00,"No Discount",42446.94
899,"Second Class",Corporate,"United States",Auburn,"New York",13021,East,"Office Supplies",Paper,46.96,8,0.00,22.54,48.00,"No Discount",3155.17
900,"First Class",Corporate,"United States",Springfield,Ohio,45503,East,"Office Supplies",Binders,8.90,2,0.70,-6.53,-73.37,"Negative Impact",43054.35
901,"First Class",Consumer,"United States",Garland,Texas,75043,Central,"Office Supplies",Labels,10.44,5,0.20,3.39,32.47,"Positive Impact",67.70
902,"First Class",Consumer,"United States",Garland,Texas,75043,Central,"Office Supplies",Binders,18.34,4,0.80,-32.09,-174.97,"Negative Impact",67.70
903,"First Class",Consumer,"United States",Chicago,Illinois,60653,Central,Technology,Phones,323.98,3,0.20,20.25,6.25,"Positive Impact",48539.59
904,"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,"Office Supplies",Paper,20.04,3,0.00,9.62,48.00,"No Discount",175851.33
905,"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,"Office Supplies",Storage,64.96,2,0.00,2.60,4.00,"No Discount",175851.33
906,"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,"Office Supplies",Paper,12.96,2,0.00,6.22,47.99,"No Discount",175851.33
907,"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Bookcases,323.14,4,0.20,12.12,3.75,"Positive Impact",256368.12
908,"Standard Class",Consumer,"United States","New York City","New York",10009,East,Technology,Phones,90.93,7,0.00,2.73,3.00,"No Discount",256368.12
909,"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,52.78,3,0.20,19.79,37.50,"Positive Impact",256368.12
910,"Standard Class","Home Office","United States",Jackson,Michigan,49201,Central,Technology,Phones,1199.80,4,0.00,323.95,27.00,"No Discount",24963.85
911,"Standard Class","Home Office","United States",Jackson,Michigan,49201,Central,Technology,Accessories,1928.78,7,0.00,829.38,43.00,"No Discount",24963.85
912,"Standard Class","Home Office","United States",Jackson,Michigan,49201,Central,"Office Supplies",Storage,352.38,2,0.00,81.05,23.00,"No Discount",24963.85
913,"Standard Class","Home Office","United States",Norwich,Connecticut,6360,East,Furniture,Furnishings,22.20,6,0.00,9.10,40.99,"No Discount",414.04
914,"First Class",Corporate,"United States",Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,46.94,1,0.00,19.25,41.01,"No Discount",11410.22
915,"First Class",Corporate,"United States",Milwaukee,Wisconsin,53209,Central,Technology,Accessories,143.73,9,0.00,56.05,39.00,"No Discount",11410.22
916,"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,Furniture,Tables,99.92,2,0.30,-18.56,-18.57,"Negative Impact",21843.54
917,"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,Furniture,Chairs,797.94,4,0.30,-57.00,-7.14,"Negative Impact",21843.54
918,"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,"Office Supplies",Binders,8.57,3,0.80,-14.57,-170.01,"Negative Impact",21843.54
919,"Standard Class",Corporate,"United States",Dallas,Texas,75220,Central,"Office Supplies",Envelopes,149.35,3,0.20,50.41,33.75,"Positive Impact",20131.90
920,"Standard Class",Corporate,"United States",Dallas,Texas,75220,Central,"Office Supplies",Storage,12.99,1,0.20,-0.81,-6.24,"Negative Impact",20131.90
921,"Standard Class",Consumer,"United States",Alexandria,Virginia,22304,South,"Office Supplies",Storage,24.56,2,0.00,6.88,28.01,"No Discount",5519.57
922,"Standard Class",Consumer,"United States","New York City","New York",10009,East,Technology,Accessories,85.14,3,0.00,34.91,41.00,"No Discount",256368.12
923,"Standard Class",Consumer,"United States","New York City","New York",10009,East,Technology,Phones,21.99,1,0.00,10.56,48.02,"No Discount",256368.12
924,"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Appliances,406.60,5,0.00,113.85,28.00,"No Discount",256368.12
925,"Standard Class",Corporate,"United States","New York City","New York",10011,East,"Office Supplies",Binders,841.57,2,0.20,294.55,35.00,"Positive Impact",256368.12
926,"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Paper,15.55,3,0.20,5.44,34.98,"Positive Impact",109077.09
927,"First Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Technology,Accessories,252.00,5,0.20,53.55,21.25,"Positive Impact",109077.09
928,"Standard Class","Home Office","United States",Springfield,Virginia,22153,South,"Office Supplies",Art,46.20,4,0.00,12.94,28.01,"No Discount",43054.35
929,"Standard Class","Home Office","United States",Springfield,Virginia,22153,South,"Office Supplies",Appliances,28.84,2,0.00,9.52,33.01,"No Discount",43054.35
930,"First Class",Consumer,"United States",Toledo,Ohio,43615,East,"Office Supplies",Art,14.59,3,0.20,2.55,17.48,"Positive Impact",4466.08
931,"First Class",Consumer,"United States",Toledo,Ohio,43615,East,"Office Supplies",Art,89.86,3,0.20,21.34,23.75,"Positive Impact",4466.08
932,"First Class",Consumer,"United States",Toledo,Ohio,43615,East,"Office Supplies",Paper,13.87,3,0.20,5.03,36.27,"Positive Impact",4466.08
933,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,"Office Supplies",Paper,12.19,3,0.20,4.11,33.72,"Positive Impact",109077.09
934,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,45.06,8,0.20,15.21,33.75,"Positive Impact",109077.09
935,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Binders,29.72,6,0.70,-21.79,-73.32,"Negative Impact",109077.09
936,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,15.55,3,0.20,5.44,34.98,"Positive Impact",109077.09
937,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Appliances,447.70,2,0.20,33.58,7.50,"Positive Impact",109077.09
938,"First Class",Corporate,"United States",Farmington,"New Mexico",87401,West,Technology,Accessories,159.99,1,0.00,54.40,34.00,"No Discount",718.72
939,"Standard Class",Corporate,"United States",Riverside,California,92503,West,"Office Supplies",Paper,12.96,2,0.00,6.22,47.99,"No Discount",1944.24
